barcode_cell	clone	atac_cell	replicate
R1.036,R2.058,R3.080,P1.04	clone1	R1.036,R2.058,R3.080,P1.26	DSS21BC-DSS-m3
R1.036,R2.092,R3.077,P1.04	clone1	R1.036,R2.092,R3.077,P1.26	DSS21BC-DSS-m3
R1.037,R2.021,R3.036,P1.04	clone256	R1.037,R2.021,R3.036,P1.26	DSS21BC-DSS-m3
R1.037,R2.021,R3.079,P1.04	clone1	R1.037,R2.021,R3.079,P1.26	DSS21BC-DSS-m3
R1.037,R2.049,R3.027,P1.04	clone28	R1.037,R2.049,R3.027,P1.26	DSS21BC-DSS-m3
R1.037,R2.056,R3.037,P1.04	clone1	R1.037,R2.056,R3.037,P1.26	DSS21BC-DSS-m3
R1.037,R2.068,R3.039,P1.04	clone1	R1.037,R2.068,R3.039,P1.26	DSS21BC-DSS-m3
R1.037,R2.072,R3.066,P1.04	clone1,clone41	R1.037,R2.072,R3.066,P1.26	DSS21BC-DSS-m3
R1.037,R2.074,R3.052,P1.04	clone1	R1.037,R2.074,R3.052,P1.26	DSS21BC-DSS-m3
R1.037,R2.081,R3.017,P1.04	clone1	R1.037,R2.081,R3.017,P1.26	DSS21BC-DSS-m3
R1.037,R2.085,R3.087,P1.04	clone1	R1.037,R2.085,R3.087,P1.26	DSS21BC-DSS-m3
R1.037,R2.086,R3.080,P1.04	clone30	R1.037,R2.086,R3.080,P1.26	DSS21BC-DSS-m3
R1.038,R2.012,R3.007,P1.04	clone1	R1.038,R2.012,R3.007,P1.26	DSS21BC-DSS-m3
R1.038,R2.017,R3.095,P1.04	clone1	R1.038,R2.017,R3.095,P1.26	DSS21BC-DSS-m3
R1.038,R2.023,R3.030,P1.04	clone1	R1.038,R2.023,R3.030,P1.26	DSS21BC-DSS-m3
R1.038,R2.026,R3.018,P1.04	clone1	R1.038,R2.026,R3.018,P1.26	DSS21BC-DSS-m3
R1.038,R2.031,R3.008,P1.04	clone1	R1.038,R2.031,R3.008,P1.26	DSS21BC-DSS-m3
R1.038,R2.032,R3.071,P1.04	clone361	R1.038,R2.032,R3.071,P1.26	DSS21BC-DSS-m3
R1.038,R2.063,R3.084,P1.04	clone66	R1.038,R2.063,R3.084,P1.26	DSS21BC-DSS-m3
R1.039,R2.003,R3.057,P1.04	clone1	R1.039,R2.003,R3.057,P1.26	DSS21BC-DSS-m3
R1.039,R2.011,R3.012,P1.04	clone1	R1.039,R2.011,R3.012,P1.26	DSS21BC-DSS-m3
R1.039,R2.013,R3.050,P1.04	clone1	R1.039,R2.013,R3.050,P1.26	DSS21BC-DSS-m3
R1.039,R2.019,R3.027,P1.04	clone1	R1.039,R2.019,R3.027,P1.26	DSS21BC-DSS-m3
R1.039,R2.022,R3.002,P1.04	clone1	R1.039,R2.022,R3.002,P1.26	DSS21BC-DSS-m3
R1.039,R2.024,R3.082,P1.04	clone1	R1.039,R2.024,R3.082,P1.26	DSS21BC-DSS-m3
R1.039,R2.037,R3.069,P1.04	clone1	R1.039,R2.037,R3.069,P1.26	DSS21BC-DSS-m3
R1.039,R2.041,R3.043,P1.04	clone1	R1.039,R2.041,R3.043,P1.26	DSS21BC-DSS-m3
R1.039,R2.061,R3.062,P1.04	clone1	R1.039,R2.061,R3.062,P1.26	DSS21BC-DSS-m3
R1.039,R2.075,R3.025,P1.04	clone30	R1.039,R2.075,R3.025,P1.26	DSS21BC-DSS-m3
R1.039,R2.080,R3.031,P1.04	clone1	R1.039,R2.080,R3.031,P1.26	DSS21BC-DSS-m3
R1.039,R2.088,R3.061,P1.04	clone1	R1.039,R2.088,R3.061,P1.26	DSS21BC-DSS-m3
R1.039,R2.088,R3.068,P1.04	clone1	R1.039,R2.088,R3.068,P1.26	DSS21BC-DSS-m3
R1.040,R2.005,R3.017,P1.04	clone1	R1.040,R2.005,R3.017,P1.26	DSS21BC-DSS-m3
R1.040,R2.021,R3.072,P1.04	clone1	R1.040,R2.021,R3.072,P1.26	DSS21BC-DSS-m3
R1.040,R2.038,R3.076,P1.04	clone28	R1.040,R2.038,R3.076,P1.26	DSS21BC-DSS-m3
R1.040,R2.048,R3.048,P1.04	clone1	R1.040,R2.048,R3.048,P1.26	DSS21BC-DSS-m3
R1.040,R2.062,R3.087,P1.04	clone1	R1.040,R2.062,R3.087,P1.26	DSS21BC-DSS-m3
R1.040,R2.072,R3.007,P1.04	clone1	R1.040,R2.072,R3.007,P1.26	DSS21BC-DSS-m3
R1.040,R2.087,R3.088,P1.04	clone28	R1.040,R2.087,R3.088,P1.26	DSS21BC-DSS-m3
R1.041,R2.017,R3.061,P1.04	clone1	R1.041,R2.017,R3.061,P1.26	DSS21BC-DSS-m3
R1.041,R2.019,R3.020,P1.04	clone1	R1.041,R2.019,R3.020,P1.26	DSS21BC-DSS-m3
R1.041,R2.026,R3.051,P1.04	clone1	R1.041,R2.026,R3.051,P1.26	DSS21BC-DSS-m3
R1.041,R2.041,R3.032,P1.04	clone1	R1.041,R2.041,R3.032,P1.26	DSS21BC-DSS-m3
R1.041,R2.042,R3.003,P1.04	clone1	R1.041,R2.042,R3.003,P1.26	DSS21BC-DSS-m3
R1.041,R2.088,R3.077,P1.04	clone1	R1.041,R2.088,R3.077,P1.26	DSS21BC-DSS-m3
R1.041,R2.092,R3.073,P1.04	clone1	R1.041,R2.092,R3.073,P1.26	DSS21BC-DSS-m3
R1.042,R2.007,R3.074,P1.04	clone1	R1.042,R2.007,R3.074,P1.26	DSS21BC-DSS-m3
R1.042,R2.025,R3.073,P1.04	clone1	R1.042,R2.025,R3.073,P1.26	DSS21BC-DSS-m3
R1.042,R2.026,R3.083,P1.04	clone1	R1.042,R2.026,R3.083,P1.26	DSS21BC-DSS-m3
R1.042,R2.058,R3.037,P1.04	clone30	R1.042,R2.058,R3.037,P1.26	DSS21BC-DSS-m3
R1.042,R2.058,R3.069,P1.04	clone1	R1.042,R2.058,R3.069,P1.26	DSS21BC-DSS-m3
R1.043,R2.011,R3.054,P1.04	clone1	R1.043,R2.011,R3.054,P1.26	DSS21BC-DSS-m3
R1.043,R2.013,R3.026,P1.04	clone1	R1.043,R2.013,R3.026,P1.26	DSS21BC-DSS-m3
R1.043,R2.026,R3.001,P1.04	clone1	R1.043,R2.026,R3.001,P1.26	DSS21BC-DSS-m3
R1.043,R2.027,R3.081,P1.04	clone1	R1.043,R2.027,R3.081,P1.26	DSS21BC-DSS-m3
R1.043,R2.036,R3.001,P1.04	clone1	R1.043,R2.036,R3.001,P1.26	DSS21BC-DSS-m3
R1.043,R2.058,R3.052,P1.04	clone66,clone41	R1.043,R2.058,R3.052,P1.26	DSS21BC-DSS-m3
R1.043,R2.070,R3.095,P1.04	clone1	R1.043,R2.070,R3.095,P1.26	DSS21BC-DSS-m3
R1.043,R2.080,R3.055,P1.04	clone1	R1.043,R2.080,R3.055,P1.26	DSS21BC-DSS-m3
R1.043,R2.091,R3.033,P1.04	clone1	R1.043,R2.091,R3.033,P1.26	DSS21BC-DSS-m3
R1.043,R2.091,R3.094,P1.04	clone1	R1.043,R2.091,R3.094,P1.26	DSS21BC-DSS-m3
R1.044,R2.039,R3.093,P1.04	clone1	R1.044,R2.039,R3.093,P1.26	DSS21BC-DSS-m3
R1.044,R2.045,R3.064,P1.04	clone1	R1.044,R2.045,R3.064,P1.26	DSS21BC-DSS-m3
R1.044,R2.049,R3.018,P1.04	clone1	R1.044,R2.049,R3.018,P1.26	DSS21BC-DSS-m3
R1.044,R2.050,R3.072,P1.04	clone1	R1.044,R2.050,R3.072,P1.26	DSS21BC-DSS-m3
R1.045,R2.034,R3.005,P1.04	clone116	R1.045,R2.034,R3.005,P1.26	DSS21BC-DSS-m3
R1.045,R2.053,R3.086,P1.04	clone1	R1.045,R2.053,R3.086,P1.26	DSS21BC-DSS-m3
R1.045,R2.056,R3.054,P1.04	clone1	R1.045,R2.056,R3.054,P1.26	DSS21BC-DSS-m3
R1.045,R2.064,R3.055,P1.04	clone1	R1.045,R2.064,R3.055,P1.26	DSS21BC-DSS-m3
R1.045,R2.079,R3.085,P1.04	clone1	R1.045,R2.079,R3.085,P1.26	DSS21BC-DSS-m3
R1.046,R2.017,R3.028,P1.04	clone28	R1.046,R2.017,R3.028,P1.26	DSS21BC-DSS-m3
R1.046,R2.033,R3.071,P1.04	clone1	R1.046,R2.033,R3.071,P1.26	DSS21BC-DSS-m3
R1.046,R2.047,R3.005,P1.04	clone1	R1.046,R2.047,R3.005,P1.26	DSS21BC-DSS-m3
R1.046,R2.071,R3.079,P1.04	clone1	R1.046,R2.071,R3.079,P1.26	DSS21BC-DSS-m3
R1.047,R2.001,R3.034,P1.04	clone1	R1.047,R2.001,R3.034,P1.26	DSS21BC-DSS-m3
R1.047,R2.017,R3.066,P1.04	clone1	R1.047,R2.017,R3.066,P1.26	DSS21BC-DSS-m3
R1.048,R2.007,R3.033,P1.04	clone1	R1.048,R2.007,R3.033,P1.26	DSS21BC-DSS-m3
R1.048,R2.007,R3.047,P1.04	clone1	R1.048,R2.007,R3.047,P1.26	DSS21BC-DSS-m3
R1.048,R2.014,R3.018,P1.04	clone28	R1.048,R2.014,R3.018,P1.26	DSS21BC-DSS-m3
R1.048,R2.040,R3.063,P1.04	clone1	R1.048,R2.040,R3.063,P1.26	DSS21BC-DSS-m3
R1.048,R2.073,R3.060,P1.04	clone1	R1.048,R2.073,R3.060,P1.26	DSS21BC-DSS-m3
R1.048,R2.080,R3.029,P1.04	clone1	R1.048,R2.080,R3.029,P1.26	DSS21BC-DSS-m3
R1.048,R2.084,R3.056,P1.04	clone66	R1.048,R2.084,R3.056,P1.26	DSS21BC-DSS-m3
R1.048,R2.084,R3.080,P1.04	clone252	R1.048,R2.084,R3.080,P1.26	DSS21BC-DSS-m3
R1.048,R2.094,R3.056,P1.04	clone1	R1.048,R2.094,R3.056,P1.26	DSS21BC-DSS-m3
R1.049,R2.001,R3.096,P1.04	clone12,clone9,clone16,clone357	R1.049,R2.001,R3.096,P1.26	DSS21BC-Control-m7
R1.049,R2.009,R3.004,P1.04	clone12	R1.049,R2.009,R3.004,P1.26	DSS21BC-Control-m7
R1.049,R2.028,R3.002,P1.04	clone39	R1.049,R2.028,R3.002,P1.26	DSS21BC-Control-m7
R1.049,R2.028,R3.038,P1.04	clone14	R1.049,R2.028,R3.038,P1.26	DSS21BC-Control-m7
R1.049,R2.033,R3.047,P1.04	clone2,clone4	R1.049,R2.033,R3.047,P1.26	DSS21BC-Control-m7
R1.049,R2.038,R3.046,P1.04	clone366	R1.049,R2.038,R3.046,P1.26	DSS21BC-Control-m7
R1.049,R2.041,R3.009,P1.04	clone14	R1.049,R2.041,R3.009,P1.26	DSS21BC-Control-m7
R1.049,R2.044,R3.085,P1.04	clone250,clone282	R1.049,R2.044,R3.085,P1.26	DSS21BC-Control-m7
R1.049,R2.060,R3.033,P1.04	clone4	R1.049,R2.060,R3.033,P1.26	DSS21BC-Control-m7
R1.049,R2.067,R3.033,P1.04	clone408	R1.049,R2.067,R3.033,P1.26	DSS21BC-Control-m7
R1.049,R2.067,R3.054,P1.04	clone14,clone9,clone408	R1.049,R2.067,R3.054,P1.26	DSS21BC-Control-m7
R1.049,R2.071,R3.005,P1.04	clone14	R1.049,R2.071,R3.005,P1.26	DSS21BC-Control-m7
R1.050,R2.017,R3.093,P1.04	clone29	R1.050,R2.017,R3.093,P1.26	DSS21BC-Control-m7
R1.050,R2.018,R3.034,P1.04	clone202	R1.050,R2.018,R3.034,P1.26	DSS21BC-Control-m7
R1.050,R2.020,R3.045,P1.04	clone68	R1.050,R2.020,R3.045,P1.26	DSS21BC-Control-m7
R1.050,R2.026,R3.088,P1.04	clone4,clone15	R1.050,R2.026,R3.088,P1.26	DSS21BC-Control-m7
R1.050,R2.033,R3.064,P1.04	clone14	R1.050,R2.033,R3.064,P1.26	DSS21BC-Control-m7
R1.050,R2.043,R3.031,P1.04	clone31	R1.050,R2.043,R3.031,P1.26	DSS21BC-Control-m7
R1.050,R2.053,R3.071,P1.04	clone2	R1.050,R2.053,R3.071,P1.26	DSS21BC-Control-m7
R1.050,R2.054,R3.020,P1.04	clone60	R1.050,R2.054,R3.020,P1.26	DSS21BC-Control-m7
R1.050,R2.059,R3.077,P1.04	clone127	R1.050,R2.059,R3.077,P1.26	DSS21BC-Control-m7
R1.050,R2.070,R3.048,P1.04	clone422	R1.050,R2.070,R3.048,P1.26	DSS21BC-Control-m7
R1.050,R2.075,R3.003,P1.04	clone4,clone12	R1.050,R2.075,R3.003,P1.26	DSS21BC-Control-m7
R1.050,R2.075,R3.035,P1.04	clone422	R1.050,R2.075,R3.035,P1.26	DSS21BC-Control-m7
R1.050,R2.075,R3.049,P1.04	clone27	R1.050,R2.075,R3.049,P1.26	DSS21BC-Control-m7
R1.050,R2.077,R3.073,P1.04	clone2,clone4	R1.050,R2.077,R3.073,P1.26	DSS21BC-Control-m7
R1.050,R2.084,R3.027,P1.04	clone12,clone9	R1.050,R2.084,R3.027,P1.26	DSS21BC-Control-m7
R1.050,R2.087,R3.058,P1.04	clone4	R1.050,R2.087,R3.058,P1.26	DSS21BC-Control-m7
R1.050,R2.087,R3.072,P1.04	clone13	R1.050,R2.087,R3.072,P1.26	DSS21BC-Control-m7
R1.051,R2.007,R3.045,P1.04	clone9	R1.051,R2.007,R3.045,P1.26	DSS21BC-Control-m7
R1.051,R2.011,R3.092,P1.04	clone236	R1.051,R2.011,R3.092,P1.26	DSS21BC-Control-m7
R1.051,R2.012,R3.063,P1.04	clone4	R1.051,R2.012,R3.063,P1.26	DSS21BC-Control-m7
R1.051,R2.013,R3.074,P1.04	clone24	R1.051,R2.013,R3.074,P1.26	DSS21BC-Control-m7
R1.051,R2.027,R3.019,P1.04	clone16	R1.051,R2.027,R3.019,P1.26	DSS21BC-Control-m7
R1.051,R2.027,R3.050,P1.04	clone2,clone4	R1.051,R2.027,R3.050,P1.26	DSS21BC-Control-m7
R1.051,R2.033,R3.059,P1.04	clone14	R1.051,R2.033,R3.059,P1.26	DSS21BC-Control-m7
R1.051,R2.043,R3.096,P1.04	clone2,clone4	R1.051,R2.043,R3.096,P1.26	DSS21BC-Control-m7
R1.051,R2.044,R3.005,P1.04	clone14	R1.051,R2.044,R3.005,P1.26	DSS21BC-Control-m7
R1.051,R2.057,R3.044,P1.04	clone2	R1.051,R2.057,R3.044,P1.26	DSS21BC-Control-m7
R1.051,R2.057,R3.087,P1.04	clone422	R1.051,R2.057,R3.087,P1.26	DSS21BC-Control-m7
R1.051,R2.066,R3.057,P1.04	clone15	R1.051,R2.066,R3.057,P1.26	DSS21BC-Control-m7
R1.051,R2.069,R3.048,P1.04	clone73	R1.051,R2.069,R3.048,P1.26	DSS21BC-Control-m7
R1.051,R2.080,R3.088,P1.04	clone12,clone9	R1.051,R2.080,R3.088,P1.26	DSS21BC-Control-m7
R1.051,R2.085,R3.068,P1.04	clone2	R1.051,R2.085,R3.068,P1.26	DSS21BC-Control-m7
R1.051,R2.088,R3.008,P1.04	clone2	R1.051,R2.088,R3.008,P1.26	DSS21BC-Control-m7
R1.052,R2.009,R3.001,P1.04	clone4	R1.052,R2.009,R3.001,P1.26	DSS21BC-Control-m7
R1.052,R2.011,R3.079,P1.04	clone245	R1.052,R2.011,R3.079,P1.26	DSS21BC-Control-m7
R1.052,R2.020,R3.003,P1.04	clone15	R1.052,R2.020,R3.003,P1.26	DSS21BC-Control-m7
R1.052,R2.026,R3.041,P1.04	clone221	R1.052,R2.026,R3.041,P1.26	DSS21BC-Control-m7
R1.052,R2.026,R3.065,P1.04	clone4	R1.052,R2.026,R3.065,P1.26	DSS21BC-Control-m7
R1.052,R2.037,R3.085,P1.04	clone2	R1.052,R2.037,R3.085,P1.26	DSS21BC-Control-m7
R1.052,R2.038,R3.006,P1.04	clone4	R1.052,R2.038,R3.006,P1.26	DSS21BC-Control-m7
R1.052,R2.041,R3.083,P1.04	clone4	R1.052,R2.041,R3.083,P1.26	DSS21BC-Control-m7
R1.052,R2.075,R3.083,P1.04	clone24,clone22	R1.052,R2.075,R3.083,P1.26	DSS21BC-Control-m7
R1.052,R2.093,R3.080,P1.04	clone221	R1.052,R2.093,R3.080,P1.26	DSS21BC-Control-m7
R1.053,R2.013,R3.077,P1.04	clone13	R1.053,R2.013,R3.077,P1.26	DSS21BC-Control-m7
R1.053,R2.016,R3.063,P1.04	clone52	R1.053,R2.016,R3.063,P1.26	DSS21BC-Control-m7
R1.053,R2.019,R3.003,P1.04	clone4	R1.053,R2.019,R3.003,P1.26	DSS21BC-Control-m7
R1.053,R2.023,R3.048,P1.04	clone15	R1.053,R2.023,R3.048,P1.26	DSS21BC-Control-m7
R1.053,R2.042,R3.009,P1.04	clone2,clone4	R1.053,R2.042,R3.009,P1.26	DSS21BC-Control-m7
R1.053,R2.046,R3.080,P1.04	clone14	R1.053,R2.046,R3.080,P1.26	DSS21BC-Control-m7
R1.053,R2.047,R3.093,P1.04	clone9	R1.053,R2.047,R3.093,P1.26	DSS21BC-Control-m7
R1.053,R2.064,R3.040,P1.04	clone2,clone4	R1.053,R2.064,R3.040,P1.26	DSS21BC-Control-m7
R1.053,R2.072,R3.005,P1.04	clone73	R1.053,R2.072,R3.005,P1.26	DSS21BC-Control-m7
R1.053,R2.072,R3.087,P1.04	clone2	R1.053,R2.072,R3.087,P1.26	DSS21BC-Control-m7
R1.053,R2.075,R3.012,P1.04	clone22	R1.053,R2.075,R3.012,P1.26	DSS21BC-Control-m7
R1.053,R2.076,R3.051,P1.04	clone2,clone15	R1.053,R2.076,R3.051,P1.26	DSS21BC-Control-m7
R1.053,R2.078,R3.056,P1.04	clone52	R1.053,R2.078,R3.056,P1.26	DSS21BC-Control-m7
R1.053,R2.080,R3.022,P1.04	clone69	R1.053,R2.080,R3.022,P1.26	DSS21BC-Control-m7
R1.053,R2.080,R3.047,P1.04	clone2,clone4	R1.053,R2.080,R3.047,P1.26	DSS21BC-Control-m7
R1.053,R2.081,R3.059,P1.04	clone4	R1.053,R2.081,R3.059,P1.26	DSS21BC-Control-m7
R1.053,R2.086,R3.031,P1.04	clone313,clone366	R1.053,R2.086,R3.031,P1.26	DSS21BC-Control-m7
R1.053,R2.086,R3.040,P1.04	clone366	R1.053,R2.086,R3.040,P1.26	DSS21BC-Control-m7
R1.053,R2.087,R3.004,P1.04	clone277	R1.053,R2.087,R3.004,P1.26	DSS21BC-Control-m7
R1.053,R2.090,R3.036,P1.04	clone15	R1.053,R2.090,R3.036,P1.26	DSS21BC-Control-m7
R1.053,R2.094,R3.035,P1.04	clone4	R1.053,R2.094,R3.035,P1.26	DSS21BC-Control-m7
R1.053,R2.094,R3.093,P1.04	clone73	R1.053,R2.094,R3.093,P1.26	DSS21BC-Control-m7
R1.054,R2.030,R3.028,P1.04	clone29,clone15,clone47	R1.054,R2.030,R3.028,P1.26	DSS21BC-Control-m7
R1.054,R2.032,R3.079,P1.04	clone4,clone191,clone150	R1.054,R2.032,R3.079,P1.26	DSS21BC-Control-m7
R1.054,R2.036,R3.086,P1.04	clone152	R1.054,R2.036,R3.086,P1.26	DSS21BC-Control-m7
R1.054,R2.044,R3.054,P1.04	clone14,clone35	R1.054,R2.044,R3.054,P1.26	DSS21BC-Control-m7
R1.054,R2.044,R3.088,P1.04	clone4,clone12,clone9	R1.054,R2.044,R3.088,P1.26	DSS21BC-Control-m7
R1.054,R2.050,R3.084,P1.04	clone13	R1.054,R2.050,R3.084,P1.26	DSS21BC-Control-m7
R1.054,R2.051,R3.011,P1.04	clone4	R1.054,R2.051,R3.011,P1.26	DSS21BC-Control-m7
R1.054,R2.053,R3.033,P1.04	clone2,clone4	R1.054,R2.053,R3.033,P1.26	DSS21BC-Control-m7
R1.054,R2.072,R3.037,P1.04	clone2	R1.054,R2.072,R3.037,P1.26	DSS21BC-Control-m7
R1.054,R2.072,R3.053,P1.04	clone13	R1.054,R2.072,R3.053,P1.26	DSS21BC-Control-m7
R1.054,R2.076,R3.021,P1.04	clone13	R1.054,R2.076,R3.021,P1.26	DSS21BC-Control-m7
R1.054,R2.079,R3.007,P1.04	clone2	R1.054,R2.079,R3.007,P1.26	DSS21BC-Control-m7
R1.054,R2.085,R3.066,P1.04	clone12	R1.054,R2.085,R3.066,P1.26	DSS21BC-Control-m7
R1.054,R2.088,R3.086,P1.04	clone2	R1.054,R2.088,R3.086,P1.26	DSS21BC-Control-m7
R1.055,R2.016,R3.042,P1.04	clone388	R1.055,R2.016,R3.042,P1.26	DSS21BC-Control-m7
R1.055,R2.016,R3.044,P1.04	clone4	R1.055,R2.016,R3.044,P1.26	DSS21BC-Control-m7
R1.055,R2.016,R3.089,P1.04	clone14	R1.055,R2.016,R3.089,P1.26	DSS21BC-Control-m7
R1.055,R2.018,R3.087,P1.04	clone2,clone4	R1.055,R2.018,R3.087,P1.26	DSS21BC-Control-m7
R1.055,R2.019,R3.037,P1.04	clone277	R1.055,R2.019,R3.037,P1.26	DSS21BC-Control-m7
R1.055,R2.032,R3.058,P1.04	clone14	R1.055,R2.032,R3.058,P1.26	DSS21BC-Control-m7
R1.055,R2.037,R3.038,P1.04	clone4	R1.055,R2.037,R3.038,P1.26	DSS21BC-Control-m7
R1.055,R2.044,R3.026,P1.04	clone16	R1.055,R2.044,R3.026,P1.26	DSS21BC-Control-m7
R1.055,R2.068,R3.050,P1.04	clone12	R1.055,R2.068,R3.050,P1.26	DSS21BC-Control-m7
R1.055,R2.077,R3.022,P1.04	clone491	R1.055,R2.077,R3.022,P1.26	DSS21BC-Control-m7
R1.055,R2.082,R3.067,P1.04	clone15	R1.055,R2.082,R3.067,P1.26	DSS21BC-Control-m7
R1.055,R2.083,R3.004,P1.04	clone14,clone12,clone9	R1.055,R2.083,R3.004,P1.26	DSS21BC-Control-m7
R1.055,R2.094,R3.030,P1.04	clone2	R1.055,R2.094,R3.030,P1.26	DSS21BC-Control-m7
R1.055,R2.095,R3.016,P1.04	clone13	R1.055,R2.095,R3.016,P1.26	DSS21BC-Control-m7
R1.055,R2.096,R3.023,P1.04	clone35,clone40	R1.055,R2.096,R3.023,P1.26	DSS21BC-Control-m7
R1.056,R2.002,R3.057,P1.04	clone2	R1.056,R2.002,R3.057,P1.26	DSS21BC-Control-m7
R1.056,R2.005,R3.057,P1.04	clone24,clone22	R1.056,R2.005,R3.057,P1.26	DSS21BC-Control-m7
R1.056,R2.014,R3.032,P1.04	clone2,clone4	R1.056,R2.014,R3.032,P1.26	DSS21BC-Control-m7
R1.056,R2.021,R3.075,P1.04	clone4	R1.056,R2.021,R3.075,P1.26	DSS21BC-Control-m7
R1.056,R2.022,R3.001,P1.04	clone4	R1.056,R2.022,R3.001,P1.26	DSS21BC-Control-m7
R1.056,R2.022,R3.060,P1.04	clone2	R1.056,R2.022,R3.060,P1.26	DSS21BC-Control-m7
R1.056,R2.023,R3.095,P1.04	clone14	R1.056,R2.023,R3.095,P1.26	DSS21BC-Control-m7
R1.056,R2.029,R3.009,P1.04	clone488,clone492	R1.056,R2.029,R3.009,P1.26	DSS21BC-Control-m7
R1.056,R2.056,R3.016,P1.04	clone2,clone4	R1.056,R2.056,R3.016,P1.26	DSS21BC-Control-m7
R1.056,R2.062,R3.077,P1.04	clone2,clone4	R1.056,R2.062,R3.077,P1.26	DSS21BC-Control-m7
R1.056,R2.063,R3.041,P1.04	clone9	R1.056,R2.063,R3.041,P1.26	DSS21BC-Control-m7
R1.056,R2.063,R3.046,P1.04	clone221	R1.056,R2.063,R3.046,P1.26	DSS21BC-Control-m7
R1.056,R2.072,R3.096,P1.04	clone4	R1.056,R2.072,R3.096,P1.26	DSS21BC-Control-m7
R1.056,R2.075,R3.051,P1.04	clone16	R1.056,R2.075,R3.051,P1.26	DSS21BC-Control-m7
R1.056,R2.078,R3.093,P1.04	clone106	R1.056,R2.078,R3.093,P1.26	DSS21BC-Control-m7
R1.056,R2.087,R3.087,P1.04	clone29	R1.056,R2.087,R3.087,P1.26	DSS21BC-Control-m7
R1.056,R2.095,R3.043,P1.04	clone4	R1.056,R2.095,R3.043,P1.26	DSS21BC-Control-m7
R1.056,R2.096,R3.013,P1.04	clone12,clone9	R1.056,R2.096,R3.013,P1.26	DSS21BC-Control-m7
R1.057,R2.002,R3.051,P1.04	clone327	R1.057,R2.002,R3.051,P1.26	DSS21BC-Control-m7
R1.057,R2.017,R3.036,P1.04	clone4	R1.057,R2.017,R3.036,P1.26	DSS21BC-Control-m7
R1.057,R2.018,R3.069,P1.04	clone4	R1.057,R2.018,R3.069,P1.26	DSS21BC-Control-m7
R1.057,R2.019,R3.005,P1.04	clone33	R1.057,R2.019,R3.005,P1.26	DSS21BC-Control-m7
R1.057,R2.019,R3.049,P1.04	clone29	R1.057,R2.019,R3.049,P1.26	DSS21BC-Control-m7
R1.057,R2.029,R3.074,P1.04	clone69	R1.057,R2.029,R3.074,P1.26	DSS21BC-Control-m7
R1.057,R2.033,R3.033,P1.04	clone171	R1.057,R2.033,R3.033,P1.26	DSS21BC-Control-m7
R1.057,R2.033,R3.037,P1.04	clone2	R1.057,R2.033,R3.037,P1.26	DSS21BC-Control-m7
R1.057,R2.036,R3.021,P1.04	clone76	R1.057,R2.036,R3.021,P1.26	DSS21BC-Control-m7
R1.057,R2.049,R3.051,P1.04	clone2,clone4	R1.057,R2.049,R3.051,P1.26	DSS21BC-Control-m7
R1.057,R2.053,R3.076,P1.04	clone4	R1.057,R2.053,R3.076,P1.26	DSS21BC-Control-m7
R1.057,R2.060,R3.057,P1.04	clone14	R1.057,R2.060,R3.057,P1.26	DSS21BC-Control-m7
R1.057,R2.073,R3.009,P1.04	clone12,clone9	R1.057,R2.073,R3.009,P1.26	DSS21BC-Control-m7
R1.057,R2.076,R3.088,P1.04	clone4	R1.057,R2.076,R3.088,P1.26	DSS21BC-Control-m7
R1.057,R2.082,R3.041,P1.04	clone16	R1.057,R2.082,R3.041,P1.26	DSS21BC-Control-m7
R1.057,R2.084,R3.084,P1.04	clone13	R1.057,R2.084,R3.084,P1.26	DSS21BC-Control-m7
R1.057,R2.085,R3.028,P1.04	clone9,clone13	R1.057,R2.085,R3.028,P1.26	DSS21BC-Control-m7
R1.057,R2.091,R3.048,P1.04	clone2,clone4	R1.057,R2.091,R3.048,P1.26	DSS21BC-Control-m7
R1.058,R2.017,R3.030,P1.04	clone14	R1.058,R2.017,R3.030,P1.26	DSS21BC-Control-m7
R1.058,R2.018,R3.088,P1.04	clone12	R1.058,R2.018,R3.088,P1.26	DSS21BC-Control-m7
R1.058,R2.019,R3.052,P1.04	clone2	R1.058,R2.019,R3.052,P1.26	DSS21BC-Control-m7
R1.058,R2.026,R3.058,P1.04	clone2,clone4	R1.058,R2.026,R3.058,P1.26	DSS21BC-Control-m7
R1.058,R2.026,R3.071,P1.04	clone2	R1.058,R2.026,R3.071,P1.26	DSS21BC-Control-m7
R1.058,R2.037,R3.090,P1.04	clone171	R1.058,R2.037,R3.090,P1.26	DSS21BC-Control-m7
R1.058,R2.042,R3.078,P1.04	clone39	R1.058,R2.042,R3.078,P1.26	DSS21BC-Control-m7
R1.058,R2.049,R3.010,P1.04	clone14	R1.058,R2.049,R3.010,P1.26	DSS21BC-Control-m7
R1.058,R2.073,R3.091,P1.04	clone2	R1.058,R2.073,R3.091,P1.26	DSS21BC-Control-m7
R1.058,R2.081,R3.002,P1.04	clone16	R1.058,R2.081,R3.002,P1.26	DSS21BC-Control-m7
R1.058,R2.082,R3.004,P1.04	clone2	R1.058,R2.082,R3.004,P1.26	DSS21BC-Control-m7
R1.058,R2.083,R3.060,P1.04	clone14	R1.058,R2.083,R3.060,P1.26	DSS21BC-Control-m7
R1.058,R2.085,R3.040,P1.04	clone14	R1.058,R2.085,R3.040,P1.26	DSS21BC-Control-m7
